省份,城市,院校名,主管部门,院校编码,院校水平,院校来历,建校时间,院校类型,软科校排,城市评级,招生电话,院校地址,办学层次,办学性质,校硕点,校博点,第四轮学科评估统计,第四轮学科评估结果,一流学科数量,一流学科,25年推免率,24年推免率,23年推免率,22年推免率,21年推免率,20年推免率,国内升学比例,国外升学比例,23年升本率,招生章程,学校招生信息,校园VR,院校百科,就业质量
山东,泰安,山东农业大学,山东省,4137010434,/保研资格/卓越农林拔尖创新/卓越农林复合应用/乡村振兴人才培养优质校,,1906年,农业,普本总133,三线,0538-8242206、8248806,山东省泰安市岱宗大街61号,本科,公办,有,有,B+:2/B:1/B-:4/,B+:2_作物学/园艺学;B:1_植物保护;B-:4_农业资源与环境/畜牧学/兽医学/林学;,,,7.91%,7.24%,6.55%,6.00%,5.20%,,38.00%,3.45%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-339.dhtml,https://zhaosheng.sdau.edu.cn/,https://www.720yun.com/t/c09jz0yauO8,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E5%86%9C%E4%B8%9A%E5%A4%A7%E5%AD%A6,
山东,青岛,青岛农业大学,山东省,4137010435,/卓越农林复合应用,,1951年,农业,普本总228,新一线,0532-58957666,青岛市城阳区长城路700号,本科,公办,有,有,C:2/C-:5/,C:2_农业工程/兽医学;C-:5_食品科学与工程/风景园林学/农业资源与环境/植物保护/畜牧学;,,,,,,,,,18.84%,0.62%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-340.dhtml,https://zsw.qau.edu.cn/,https://www.720yun.com/t/63vkz9d7g27,https://baike.baidu.com/item/%E9%9D%92%E5%B2%9B%E5%86%9C%E4%B8%9A%E5%A4%A7%E5%AD%A6,
山东,潍坊,山东第二医科大学,山东省,4137010438,/卓越医生五年制,2023年由潍坊医学院更名,1951年,医药,普本总219/医27,二线,0536-8462285、8462283,山东省潍坊市宝通西街7166号,本科,公办,有,有,,,,,,,,,,,20.33%,0.12%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-341.dhtml,http://zs.wfmc.edu.cn/,https://www.720yun.com/t/98ej5gwOkO4,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E7%AC%AC%E4%BA%8C%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6,
山东,济南,山东第一医科大学,山东省,4137010439,/卓越医生五年制,原泰山医学院更名,1897年,医药,普本总163/医19,二线,0531-59556875,济南校区：山东省济南市青岛路6699号;泰安长城路校区：山东省泰安市长城路619号;泰安天外村校区：山东省泰安市泰山区迎胜东路2号,本科,公办,有,有,,,,,,,,,,,20.04%,0.13%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-342.dhtml,https://zsjyb.sdfmu.edu.cn/,https://www.720yun.com/t/7bb26wagaba,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E7%AC%AC%E4%B8%80%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6,
山东,烟台,滨州医学院,山东省,4137010440,/卓越中医5年,,1946年,医药,普本总210/医26,二线,0535-6913059,山东省烟台市莱山区观海路346号,本科,公办,有,无,,,,,,,,,,,21.41%,0.67%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-343.dhtml,http://zb.bzmc.edu.cn/,https://www.720yun.com/t/bdbjkpwnzO6,https://baike.baidu.com/item/%E6%BB%A8%E5%B7%9E%E5%8C%BB%E5%AD%A6%E9%99%A2,
山东,济南,山东中医药大学,山东省,4137010441,/保研资格/卓越中医8年/卓越中医5年/卓越中医基层,,1958年,中医药,普本总9,二线,0531-89628999，18354122627,济南市长清大学科技园大学路4655号,本科,公办,有,有,B:1/C+:2/C:1/,B:1_中医学;C+:2_中西医结合/中药学;C:1_药学;,,,,5.55%,4.50%,4.05%,3.50%,,18.57%,0.51%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-344.dhtml,https://zhaosheng.sdutcm.edu.cn/,https://www.720yun.com/t/c802bmr6qli,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E4%B8%AD%E5%8C%BB%E8%8D%AF%E5%A4%A7%E5%AD%A6,
山东,济宁,济宁医学院,山东省,4137010443,/卓越医生3+2专科,,1952年,医药,普本总329/医45,三线,0537-3616888,山东省济宁市太白湖新区荷花路133号,本科,公办,有,无,,,,,,,,,,,21.46%,0.05%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-346.dhtml,https://zhaosheng.jnmc.edu.cn/,,https://baike.baidu.com/item/%E6%B5%8E%E5%AE%81%E5%8C%BB%E5%AD%A6%E9%99%A2,
山东,济南,山东师范大学,山东省,4137010445,/保研资格/卓越中学教师/参与帮扶师范,,1950年,师范,普本总104,二线,"0531-86182201,86182202,86182203",济南市历下区文化东路88号,本科,公办,有,有,B+:3/B:4/B-:6/C+:2/C:1/C-:1/,B+:3_马克思主义理论/教育学/中国语言文学;B:4_心理学/化学/音乐与舞蹈学/美术学;B-:6_体育学/外国语言文学/数学/物理学/地理学/生物学;C+:2_管理科学与工程/戏剧与影视学;C:1_世界史;C-:1_中国史;,,,,8.40%,5.22%,6.00%,6.00%,,26.02%,2.42%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-348.dhtml,http://www.zsb.sdnu.edu.cn/,https://www.720yun.com/t/92d28mf8yui,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E5%B8%88%E8%8C%83%E5%A4%A7%E5%AD%A6,
山东,曲阜,曲阜师范大学,山东省,4137010446,/保研资格/参与帮扶师范,,1955年,师范,普本总157,,0537-7033666、0537-4458658,山东省曲阜市静轩西路57号,本科,公办,有,有,B:1/B-:6/C+:2/C:3/C-:1/,B:1_体育学;B-:6_马克思主义理论/教育学/中国语言文学/外国语言文学/数学/统计学;C+:2_中国史/物理学;C:3_化学/控制科学与工程/音乐与舞蹈学;C-:1_心理学;,,,6.44%,6.05%,4.92%,4.23%,3.80%,,26.86%,0.82%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-349.dhtml,https://zsb.qfnu.edu.cn/,https://www.720yun.com/t/55djzgwwvn7,https://baike.baidu.com/item/%E6%9B%B2%E9%98%9C%E5%B8%88%E8%8C%83%E5%A4%A7%E5%AD%A6,
山东,聊城,聊城大学,山东省,4137010447,/保研资格/卓越农林复合应用,,1974年,综合,普本总252,三线,0635-8239405,山东省聊城市东昌府区湖南路1号,本科,公办,有,无,C-:3/,C-:3_政治学/世界史/软件工程;,,,,4.10%,2.10%,2.29%,1.60%,1.60%,21.18%,0.44%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-350.dhtml,https://admission.lcu.edu.cn,https://www.720yun.com/t/119jtpeysk2,https://baike.baidu.com/item/%E8%81%8A%E5%9F%8E%E5%A4%A7%E5%AD%A6,
山东,德州,德州学院,山东省,4137010448,,,1971年,综合,普本总412,三线,0534-2603002,山东省德州市德城区大学西路566号,本科,公办,有,无,,,,,,,,,,,13.58%,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-351.dhtml,http://zsw.dzu.edu.cn/,https://www.720yun.com/t/34e27jzdjug,https://baike.baidu.com/item/%E5%BE%B7%E5%B7%9E%E5%AD%A6%E9%99%A2,
山东,滨州,山东航空学院,山东省,4137010449,,2023年由滨州学院更名,1954年,理工,普本总399,四线,0543-3190200,山东省滨州市黄河五路391号,本科,公办,有,无,,,,,,,,,,,27.86%,0.22%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-352.dhtml,https://zsjy.bzu.edu.cn/,https://www.720yun.com/t/34c25msfulr,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E8%88%AA%E7%A9%BA%E5%AD%A6%E9%99%A2,
山东,烟台,鲁东大学,山东省,4137010451,,,1930年,综合,普本总247,二线,0535-6672791,山东省烟台市芝罘区红旗中路186号,本科,公办,有,有,C:1/C-:2/,C:1_外国语言文学;C-:2_教育学/中国语言文学;,,,,,,,,,20.46%,1.48%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-353.dhtml,http://www.zs.ldu.edu.cn/,https://www.720yun.com/t/ce02amp8alw,https://baike.baidu.com/item/%E9%B2%81%E4%B8%9C%E5%A4%A7%E5%AD%A6,
山东,临沂,临沂大学,山东省,4137010452,/卓越小学教师,,1941年,综合,普本总311,二线,0539-7258777,山东省临沂市兰山区双岭路中段,本科,公办,有,无,,,,,,,,,,,17.39%,1.81%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-354.dhtml,https://zhaosheng.lyu.edu.cn/,https://www.720yun.com/t/1avkz7ph0ry,https://baike.baidu.com/item/%E4%B8%B4%E6%B2%82%E5%A4%A7%E5%AD%A6,
山东,泰安,泰山学院,山东省,4137010453,,,1958年,综合,普本总385,三线,0538-6715631,山东省泰安市东岳大街525号,本科,公办,无,无,,,,,,,,,,,14.72%,0.25%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-355.dhtml,https://www.tsu.edu.cn/main.psp,https://www.720yun.com/t/a7324wadaun,https://baike.baidu.com/item/%E6%B3%B0%E5%B1%B1%E5%AD%A6%E9%99%A2,
山东,曲阜,济宁学院,山东省,4137010454,,,1951年,师范,普本总500+,,0537-3196209、/、3196696,山东省曲阜市杏坛路1号,本科,公办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-356.dhtml,https://zs.jnxy.edu.cn,,https://baike.baidu.com/item/%E6%B5%8E%E5%AE%81%E5%AD%A6%E9%99%A2,
山东,菏泽,菏泽学院,山东省,4137010455,,,1949年,综合,普本总500+,三线,0530-5668117、5525742,山东省菏泽市大学路2269号,本科,公办,无,无,,,,,,,,,,,9.12%,0.17%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-357.dhtml,http://zsjy.hezeu.edu.cn/,https://www.720yun.com/t/4c6jOrua5a9,https://baike.baidu.com/item/%E8%8F%8F%E6%B3%BD%E5%AD%A6%E9%99%A2,
山东,济南,山东财经大学,山东省,4137010456,/保研资格,由山东经济学院、山东财政学院合并组建原财政部直属,1952年,财经,普本总140/财13,二线,0531-88525423,济南市历下区二环东路7366号,本科,公办,有,有,B+:2/B-:2/C+:1/C:2/C-:1/,B+:2_应用经济学/工商管理;B-:2_管理科学与工程/公共管理;C+:1_统计学;C:2_理论经济学/计算机科学与技术;C-:1_马克思主义理论;,,,4.72%,4.10%,2.30%,2.63%,1.70%,,15.16%,6.22%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-358.dhtml,https://zhaosheng.sdufe.edu.cn/,https://www.720yun.com/t/9a4j5r4azO8,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E8%B4%A2%E7%BB%8F%E5%A4%A7%E5%AD%A6,
山东,济南,山东体育学院,山东省,4137010457,,,1958年,体育,普本总385/体10,二线,0531-89655029,济南校区(济南市世纪大道10600号)、日照校区(日照市东港区山东路685号),本科,公办,有,无,B-:1/,B-:1_体育学;,,,,,,,,,6.56%,0.17%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-359.dhtml,http://zsxxw.sdpei.edu.cn/,,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E4%BD%93%E8%82%B2%E5%AD%A6%E9%99%A2,
山东,济南,山东艺术学院,山东省,4137010458,/保研资格,,1958年,艺术,艺术12,二线,0531-86423300,山东省济南市文化东路91号,本科,公办,有,无,,,,,,4.01%,4.50%,3.58%,3.10%,,9.27%,6.35%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-360.dhtml,https://zsbgs.sdca.edu.cn/,https://www.720yun.com/t/0f023xpdae6,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E8%89%BA%E6%9C%AF%E5%AD%A6%E9%99%A2,
山东,淄博,齐鲁医药学院,山东省教育厅,4137010825,,原山东万杰医学院更名,1995年,医药,民本总36,三线,0533-4318888,山东省淄博市大学城人民西路1678号,本科,民办,无,无,,,,,,,,,,,4.42%,0.14%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-612.dhtml,https://zhaosheng.qlmu.edu.cn,,https://baike.baidu.com/item/%E9%BD%90%E9%B2%81%E5%8C%BB%E8%8D%AF%E5%AD%A6%E9%99%A2,
山东,青岛,青岛滨海学院,山东省教育厅,4137010868,,,1992年,综合,民本总47,新一线,0532-86728687,青岛市经济开发区嘉陵江西路425号,本科,民办,无,无,,,,,,,,,,,5.02%,0.21%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-651.dhtml,https://zsb.qdbhu.edu.cn/,https://www.720yun.com/t/6f72fjivmng,https://baike.baidu.com/item/%E9%9D%92%E5%B2%9B%E6%BB%A8%E6%B5%B7%E5%AD%A6%E9%99%A2,
山东,枣庄,枣庄学院,山东省,4137010904,,,1971年,综合,普本总418,四线,"0632-3786721,3786037",山东省枣庄市市中区北安路,本科,公办,有,无,,,,,,,,,,,14.38%,0.45%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-663.dhtml,http://www.uzz.edu.cn,https://www.720yun.com/t/c4fjvzwnvO0,https://baike.baidu.com/item/%E6%9E%A3%E5%BA%84%E5%AD%A6%E9%99%A2,
山东,济南,山东工艺美术学院,山东省,4137010908,,,1973年,艺术,艺术23,二线,0531-82619300,山东省济南市历下区千佛山东路23号,本科,公办,有,无,B:1/C:1/,B:1_设计学;C:1_美术学;,,,,,,,,,6.75%,2.30%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-664.dhtml,http://zs.sdada.edu.cn/,https://www.720yun.com/t/d81jtdwvvO7,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E5%B7%A5%E8%89%BA%E7%BE%8E%E6%9C%AF%E5%AD%A6%E9%99%A2,
山东,青岛,青岛大学,山东省,4137011065,/保研资格/卓越工程师/卓越医生五年制,,1909年,综合,普本总111,新一线,0532-83780001,青岛市宁夏路308号,本科,公办,有,有,C+:9/C:7/C-:9/,C+:9_物理学/生物学/系统科学/材料科学与工程/计算机科学与技术/纺织科学与工程/基础医学/临床医学/管理科学与工程;C:7_理论经济学/中国语言文学/外国语言文学/控制科学与工程/软件工程/护理学/工商管理;C-:9_法学/政治学/数学/机械工程/化学工程与技术/环境科学与工程/公共卫生与预防医学/药学/音乐与舞蹈学;,,,7.53%,6.83%,5.88%,4.90%,4.50%,,23.80%,2.53%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-709.dhtml,https://zs.qdu.edu.cn/,https://www.720yun.com/t/2edjzzufzO0,https://baike.baidu.com/item/%E9%9D%92%E5%B2%9B%E5%A4%A7%E5%AD%A6,
山东,烟台,烟台大学,山东省,4137011066,/卓越工程师/卓越法律复合应用,,1984年,综合,普本总205,二线,0535-6902653,山东省烟台市莱山区清泉路30号,本科,公办,有,有,B:1/C:2/C-:1/,B:1_法学;C:2_数学/药学;C-:1_土木工程;,,,,,,,,,2.77%,0.70%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-710.dhtml,https://bkzs.ytu.edu.cn/,https://www.720yun.com/t/0e6jz5wvtk5,https://baike.baidu.com/item/%E7%83%9F%E5%8F%B0%E5%A4%A7%E5%AD%A6,
山东,潍坊,潍坊学院,山东省,4137011067,,,1951年,综合,普本总410,二线,0536-8785670,山东省潍坊市东风东街5147号,本科,公办,有,无,,,,,,,,,,,9.29%,0.41%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-711.dhtml,https://zsb.wfu.edu.cn/,https://www.720yun.com/t/905j5ghOta1,https://baike.baidu.com/item/%E6%BD%8D%E5%9D%8A%E5%AD%A6%E9%99%A2,
山东,济南,山东警察学院,山东省,4137011324,,,,政法,普本总468/政28,二线,0531-68622756,明水校区：济南市章丘区章莱路2555号；文东校区：济南市历下区文化东路54号,本科,公办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-772.dhtml,http://www.sdpc.edu.cn/,https://www.720yun.com/t/470jO0tksk1,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E8%AD%A6%E5%AF%9F%E5%AD%A6%E9%99%A2,
山东,济南,山东交通学院,山东省,4137011510,,,1956年,理工,普本总352,二线,0531-80687112,山东省济南市长清大学科技园海棠路5001号,本科,公办,有,无,,,,,,,,,,,9.61%,3.20%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-833.dhtml,https://zsw.sdjtu.edu.cn/,https://www.720yun.com/t/78a2fm85qyr,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E4%BA%A4%E9%80%9A%E5%AD%A6%E9%99%A2,
山东,烟台,山东工商学院,山东省,4137011688,,原煤炭部直属,1985年,财经,普本总322/财34,二线,0535-6903560,山东省烟台市滨海中路191号,本科,公办,有,无,,,,,,,,,,,11.01%,3.42%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-889.dhtml,https://zs.sdtbu.edu.cn/,https://www.720yun.com/t/553jkdsOuv6,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E5%B7%A5%E5%95%86%E5%AD%A6%E9%99%A2,
山东,济南,山东女子学院,山东省,4137012331,/卓越学前教师,,1952年,综合,普本总491,二线,0531-86526113,山东省济南市长清大学科技园大学路2399号,本科,公办,无,无,,,,,,,,,,,12.08%,0.49%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6278817.dhtml,https://zsxx.sdwu.edu.cn/,https://www.720yun.com/t/887jtgmyry5,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E5%A5%B3%E5%AD%90%E5%AD%A6%E9%99%A2,
山东,烟台,烟台南山学院,山东省教育厅,4137012332,,,1991年,理工,民本总28,二线,0535-8609225、8609070、8590603,山东省烟台市龙口东海旅游度假区大学路12号,本科,民办,无,无,,,,,,,,,,,7.02%,1.40%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1023.dhtml,https://zs.nanshan.edu.cn/,,https://baike.baidu.com/item/%E7%83%9F%E5%8F%B0%E5%8D%97%E5%B1%B1%E5%AD%A6%E9%99%A2,
山东,寿光,潍坊科技学院,山东省教育厅,4137012843,/卓越农林实用技能,,1984年,综合,民本总14,,0536-5109220、5109282,山东省寿光市金光街1299号,本科,民办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1324.dhtml,http://zs.wfust.edu.cn/,https://www.720yun.com/t/4bdjzs4kOf4,https://baike.baidu.com/item/%E6%BD%8D%E5%9D%8A%E7%A7%91%E6%8A%80%E5%AD%A6%E9%99%A2,
山东,济南,山东英才学院,山东省教育厅,4137013006,,,1998年,综合,民本总43,二线,0531-88253000、88253001,山东省济南市高新区巨野河办事处英才路2号,本科,民办,无,无,,,,,,,,,,,2.83%,0.57%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1470.dhtml,http://zsw.sdycu.edu.cn,https://www.720yun.com/t/8d2jk5ywOu5,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E8%8B%B1%E6%89%8D%E5%AD%A6%E9%99%A2,
山东,青岛,青岛恒星科技学院,山东省教育厅,4137013015,,由青岛恒星职业技术学院升格为本科,2000年,综合,民本总100+,新一线,0532-86667370,山东省青岛市李沧区九水东路588号,本科,民办,无,无,,,,,,,,,,,1.34%,0.18%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1479.dhtml,httP://www.hx.cn,,https://baike.baidu.com/item/%E9%9D%92%E5%B2%9B%E6%81%92%E6%98%9F%E7%A7%91%E6%8A%80%E5%AD%A6%E9%99%A2,
山东,青岛,青岛黄海学院,山东省教育厅,4137013320,,由青岛黄海职业学院升格为本科,1996年,综合,民本总20,新一线,0532-83175111,山东省青岛西海岸新区灵海路1145号,本科,民办,无,无,,,,,,,,,,,2.64%,0.52%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1655.dhtml,http://zsb.qdhhc.edu.cn,https://www.720yun.com/t/1f626qavcbi,https://baike.baidu.com/item/%E9%9D%92%E5%B2%9B%E9%BB%84%E6%B5%B7%E5%AD%A6%E9%99%A2,
山东,济南,山东现代学院,山东省教育厅,4137013322,,由山东现代职业学院升格为本科,1993年,综合,民本总100+,二线,0531-88766666、88270766、88270866,济南市经十东路20288号,本科,民办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1657.dhtml,http://www.sdxd.edu.cn,https://www.720yun.com/t/cevkseihrrh,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E7%8E%B0%E4%BB%A3%E5%AD%A6%E9%99%A2,
山东,济南,山东协和学院,山东省教育厅,4137013324,,由山东协和职业技术学院升格为本科,1993年,医药,民本总4,二线,0531-88795666、88795777,山东省济南市历城区济青路6277号,本科,民办,无,无,,,,,,,,,,,1.24%,0.08%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1659.dhtml,http://www.sdxiehe.com,https://www.720yun.com/t/375jkrmO5u0,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E5%8D%8F%E5%92%8C%E5%AD%A6%E9%99%A2,
山东,济南,山东工程职业技术大学,山东省教育厅,4137013356,,由山东凯文科技职业学院升格为本科,1990年,理工,民办职本:9,二线,0531-80958080、80958070,山东省济南市经十东路6196号,本科,民办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5270209.dhtml,http://www.suet.edu.cn/admission/,,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E5%B7%A5%E7%A8%8B%E8%81%8C%E4%B8%9A%E6%8A%80%E6%9C%AF%E5%A4%A7%E5%AD%A6,
山东,烟台,烟台理工学院,山东省教育厅,4137013359,,原烟台大学文经学院更名,2003年,综合,民本总67,二线,0535-6915009、6915111,山东省烟台莱山区港城东大街100号,本科,民办,无,无,,,,,,,,,,,8.60%,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1682.dhtml,http://wenjing.ytu.edu.cn/,,https://baike.baidu.com/item/%E7%83%9F%E5%8F%B0%E7%90%86%E5%B7%A5%E5%AD%A6%E9%99%A2,
山东,聊城,聊城大学东昌学院,山东省教育厅,4137013373,,,2002年,综合,,三线,"0635-8520223,225,226,227",山东省聊城市北外环路266号,本科,独立学院,无,无,,,,,,,,,,,5.16%,0.53%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1246448.dhtml,https://zsb.lcudcc.edu.cn,https://www.720yun.com/t/52djes4kzv7,https://baike.baidu.com/item/%E8%81%8A%E5%9F%8E%E5%A4%A7%E5%AD%A6%E4%B8%9C%E6%98%8C%E5%AD%A6%E9%99%A2,
山东,青岛,青岛城市学院,山东省教育厅,4137013378,,原青岛理工大学琴岛学院更名,2004年,理工,民本总12,新一线,0532-86666668,青岛市城阳区铁骑山路79号,本科,民办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1701.dhtml,https://www.qdc.edu.cn/p/zhaosheng,https://www.720yun.com/t/ad32ajzkwb6,https://baike.baidu.com/item/%E9%9D%92%E5%B2%9B%E5%9F%8E%E5%B8%82%E5%AD%A6%E9%99%A2,
山东,潍坊,潍坊理工学院,山东省教育厅,4137013379,,原山东师范大学历山学院更名,2005年,综合,民本总62,二线,0536-3091155，3091166,主校区(青州)：山东省青州市云门山南路9888号；中心校区(潍坊)：山东省潍坊市经济开发区民主街7777号,本科,民办,无,无,,,,,,,,,,,23.96%,0.33%,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-433050.dhtml,http://www.wfit.edu.cn/,,https://baike.baidu.com/item/%E6%BD%8D%E5%9D%8A%E7%90%86%E5%B7%A5%E5%AD%A6%E9%99%A2,
山东,济南,山东财经大学燕山学院,山东省教育厅,4137013383,,,2005年,财经,,二线,0531-75805668,山东省济南市莱芜区山财大街5号,本科,独立学院,无,无,,,,,,,,,,,1.40%,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-405135.dhtml,http://zs.ys.sdufe.edu.cn,,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E8%B4%A2%E7%BB%8F%E5%A4%A7%E5%AD%A6%E7%87%95%E5%B1%B1%E5%AD%A6%E9%99%A2,
山东,东营,山东石油化工学院,山东省,4137013386,,原中国石油大学胜利学院更名,1979年,理工,普本总500+,四线,"0546-7396601,7396602,7396603,7396331",山东省东营市东营区北二路271号,本科,公办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1709.dhtml,https://zs.sdipct.edu.cn/,https://www.720yun.com/t/7a1j5dtwsu9,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E7%9F%B3%E6%B2%B9%E5%8C%96%E5%B7%A5%E5%AD%A6%E9%99%A2,
山东,日照,山东外国语职业技术大学,山东省教育厅,4137013387,,由山东外国语职业学院升格为本科,2005年,语言,民办职本:3,四线,0633-8109666、8109079,山东省日照市东港区山海路99号,本科,民办,无,无,,,,,,,,,,,,,18.84%,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-432638.dhtml,http://zsb.swut.cn/,https://www.720yun.com/t/60c20mrgcbf,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E5%A4%96%E5%9B%BD%E8%AF%AD%E8%81%8C%E4%B8%9A%E6%8A%80%E6%9C%AF%E5%A4%A7%E5%AD%A6,
山东,泰安,泰山科技学院,山东省教育厅,4137013624,,原山东科技大学泰山科技学院更名,2004年,综合,民本总100+,三线,"0538-6305003,6305004,6305005",山东省泰安市岱岳区山口镇学院西路8号,本科,民办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1869.dhtml,http://zs.tskjxy.edu.cn/,https://www.720yun.com/t/d1vkt92ed8m,https://baike.baidu.com/item/%E6%B3%B0%E5%B1%B1%E7%A7%91%E6%8A%80%E5%AD%A6%E9%99%A2,
山东,德州,山东华宇工学院,山东省教育厅,4137013857,,由山东华宇职业技术学院升格为本科,2002年,理工,民本总100+,三线,0534-7023111/222,山东省德州市大学东路968号,本科,民办,无,无,,,,,,,,,,,,,,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2086.dhtml,http://zhaosheng.huayu.edu.cn/,,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E5%8D%8E%E5%AE%87%E5%B7%A5%E5%AD%A6%E9%99%A2,
山东,威海,山东外事职业大学,山东省教育厅,4137013874,,由山东外事翻译职业学院升格为本科,1999年,综合,民办职本:8,三线,0531-58097988,威海校区：乳山银滩AAAA级旅游度假区长江路788号；济南校区：济南市历山北路2号,本科,民办,无,无,,,,,,,,,,,,,12.05%,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-2101.dhtml,https://www.sdws.edu.cn/,,https://baike.baidu.com/item/%E5%B1%B1%E4%B8%9C%E5%A4%96%E4%BA%8B%E8%81%8C%E4%B8%9A%E5%A4%A7%E5%AD%A6,
